item,11F(MARY),11H(ANTONY ABBOT),11H(ANTONY OF PADUA),11H(AUGUSTINE),11H(DOMINIC),11H(FRANCIS),11H(JEROME),11H(JOHN THE BAPTIST),11H(JOHN),11H(JOSEPH),11H(PAUL),11H(PETER),11H(SEBASTIAN),11H(STEPHEN),11HH(BARBARA),11HH(CATHERINE),11HH(MARY MAGDALENE),John Baptist - Child,John Baptist - Dead,set
ICCD3679863_007798,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3679876_007804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3679899_007827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3679904_007817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3679906_007818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3679932_007656,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,val
ICCD3679938_007834,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3679944_007837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3679964_007847,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,test
ICCD3679966_007848,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3679968_007849,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3679976_007854,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,train
ICCD3679981_007855,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD3679983_007856,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3679987_007857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3680036_007885,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,val
ICCD3680040_007887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3680066_191512,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3680074_191516,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
ICCD3680080_191519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3680102_191530,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,val
ICCD3680118_191538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3680124_191541,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,train
ICCD3680245_191594,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD3680432_000249,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD3681322_218066,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,train
ICCD3681378_218090,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,train
ICCD3681387_218094,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,val
ICCD3681389_218095,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,train
ICCD3681403_218102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3681466_218131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD3681513_218150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,train
ICCD3681531_218158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3681732_279787-2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,train
ICCD3681734_279787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3681736_279787-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3681766_279792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3681889_281057-2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,val
ICCD3682072_281495,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD3682082_281499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3682086_281501,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,val
ICCD3682576_218160-4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,train
ICCD3682672_280064,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD3682740_280098,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
ICCD3682758_280107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3682776_005212,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3683209_281218-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3683211_281218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3683221_281223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3683223_281223-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3683229_281226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3683231_281227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3683233_281227-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3683263_281241,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,val
ICCD3683265_281242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3683267_281242-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3683271_281244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD3683273_281245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3683275_281245-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3683281_281248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3683311_281260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3683313_281261,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,train
ICCD3683315_281262,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,train
ICCD3683331_281270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3683343_281276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3683345_281277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3683347_281278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3683400_281304,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,val
ICCD3683415_281311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3683421_281314,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,train
ICCD3683427_281317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3683453_281330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3683469_281337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3683479_281342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
ICCD3683483_281344,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,test
ICCD3683485_281345,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
ICCD3683493_281349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD3683497_281351,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD3683504_281354,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
ICCD3683518_281360,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3683522_281362,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
ICCD3683526_281364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3683534_281368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3683536_281369,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3683543_281372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD3683545_281373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,test
ICCD3683782_282062,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD3683784_282063,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD3683790_282066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3683797_282068-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD3683841_282080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3683898_282098,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3683907_282102,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
ICCD3683929_282112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3683931_282113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3683940_282117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3683975_282124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD3683985_282129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3683994_282133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3683996_282133-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,train
ICCD3684349_370067,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3684357_370071,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3684369_370077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3684377_370081,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD3684393_370089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3688806_010217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD3689632_368833,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3689640_368837,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3689642_368838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3689644_368839,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
ICCD3689686_368860,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
ICCD3689690_368862,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD3690534_369950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD3690626_369998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD3690628_369999,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,val
ICCD3690632_370001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD3690636_370003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3690638_370004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD3690646_370008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,train
ICCD3690648_370009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD3690740_370210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3691199_382629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3692681_506338,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,val
ICCD3692683_506339,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
ICCD3692685_506340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3694554_216728,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD3694824_013271,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,val
ICCD3695232_218262-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3696872_217694-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3696912_217705-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3696941_217714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD3696959_217719,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
ICCD3696989_217730,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,test
ICCD3697153_217775-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
ICCD3697276_217801,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,test
ICCD3697289_217804,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,train
ICCD3697324_217819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3697339_217826-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,test
ICCD3697366_217835,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,val
ICCD3697406_217842-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD3697412_217844,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,train
ICCD3697438_217853,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,train
ICCD3698435_423300-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3699059_382899,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
ICCD3699061_382890,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD3699075_382900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD3699080_382878-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3699082_382878-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3699084_382878-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3699086_382878-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3699088_382878-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3699090_382878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3699092_382878-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3699094_382878-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3699096_382878-7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD3699098_382878-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3699100_382878-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3699102_382878-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3699104_382878-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3699106_382878-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3699119_382932,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3699125_382879,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD3699137_382887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3699145_382898,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3699183_382923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,val
ICCD3699199_382931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3699291_101134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,train
ICCD3699293_101135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3699297_101137,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,test
ICCD3699320_101151,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3699324_101152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3699326_101154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD3699461_101212,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
ICCD3699463_101213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD3699506_101050,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3699508_101053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD3699510_101233,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3699512_101054,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,val
ICCD3699514_101061,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
ICCD3699591_101269,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,train
ICCD3699593_101270,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,train
ICCD3699619_101052,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
ICCD3699776_101299,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,test
ICCD3700151_101333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3700179_101319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3700668_002081,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD3700688_002114,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,test
ICCD3701228_020573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3701296_409353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3701306_409358,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,val
ICCD3701308_409359,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
ICCD3701543_410263,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,train
ICCD3701545_410264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3701557_423213,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
ICCD3701562_423215,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
ICCD3701564_423216,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,test
ICCD3701612_423240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD3701631_423248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD3701637_423251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3701641_423253,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD3701650_423257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3701680_423272,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD3701690_423277,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,train
ICCD3701692_423278,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,val
ICCD3701694_423279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3701698_423281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3701731_423297,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD3701733_423298,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,train
ICCD3704665_556828,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,train
ICCD3704667_556829,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3705010_191138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3705104_191181,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
ICCD3705127_191192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3705130_191193,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3705132_191194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD3705145_191197,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,train
ICCD3707830_423342,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,train
ICCD3707863_423357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD3707879_423365,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD3707941_423396,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3707943_423397,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD3707946_423398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3707948_423398-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3707950_423398-10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
ICCD3707952_423398-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3707954_423398-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD3707956_423398-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD3707958_423398-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3707960_423398-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3707962_423398-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD3707964_423398-3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,train
ICCD3707966_423398-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3707968_423398-5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3707970_423398-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3707972_423398-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3707974_423398-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3707976_423399,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3707978_423400,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3707982_423401-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3707994_423401-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3708000_423402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3708002_423403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
ICCD3708004_423404,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,train
ICCD3708006_423405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD3708008_423406,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,val
ICCD3708010_423407,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3708020_423412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD3708023_423413,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD3709238_007335,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3709244_007338,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,val
ICCD3709248_007340,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
ICCD3709254_007343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3709256_007344,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
ICCD3709278_007355,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,val
ICCD3709286_007359,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD3709290_007361,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
ICCD3709296_007364,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,train
ICCD3709302_007367,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3709308_007370,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,train
ICCD3709328_007381,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,val
ICCD3709348_007391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3709361_007398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3709395_007416,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3709399_007418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3709409_007423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3709426_007431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3709445_007442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
ICCD3709449_007444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train
